First_Name,Last_Name,Position,Jersey_#,Overall_Rating,Team,Year
James,Marten,LT,,65,Dolphins,2012
Matt,Kopa,RT,,65,Dolphins,2012
Tyrone,Culver,SS,,65,Dolphins,2012
Brian,Brohm,QB,,65,Bills,2012
Quinton,Ganther,HB,,65,Bills,2012
Jason,Watkins,RT,,65,Bills,2012
Jacques,McClendon,RG,,65,Colts,2012
Jeff,Linkenbach,RT,,65,Colts,2012
DeMario,Pressley,DT,,65,Colts,2012
Kavell,Conner,ROLB,,65,Colts,2012
Mike,Newton,SS,,65,Colts,2012
Shelley,Smith,C,,65,Texans,2012
Cole,Pemberton,RT,,65,Texans,2012
Tim,Bulman,RE,,65,Texans,2012
Torri,Williams,FS,,65,Texans,2012
Shiloh,Keo,SS,,65,Texans,2012
Guy,Whimper,LT,,65,Jags,2012
Colin,Allred,MLB,,65,Titans,2012
Donnie,Nickey,SS,,65,Titans,2012
Ogemdi,Nwagbuo,LE,,65,Chargers,2012
Kion,Wilson,MLB,,65,Chargers,2012
Brad,Cottam,TE,,65,Chiefs,2012
Thomas,Gafford,TE,,65,Chiefs,2012
Cameron,Sheffield,ROLB,,65,Chiefs,2012
Brandon,Myers,TE,,65,Raiders,2012
Joe,Barksdale,RT,,65,Raiders,2012
Sam,Williams,ROLB,,65,Raiders,2012
Jerome,Boyd,SS,,65,Raiders,2012
Chimdi,Chekwa,CB,,65,Raiders,2012
Jeremy,Ware,CB,,65,Raiders,2012
Nate,Irving,MLB,,65,Broncos,2012
Steven,Hauschka,K,,65,Broncos,2012
Caleb,Schlauderaff,LG,,65,Packers,2012
Davon,House,CB,,65,Packers,2012
Matt,Gutierrez,QB,,65,Bears,2012
Garrett,Wolfe,HB,,65,Bears,2012
Marcus,Harrison,DT,,65,Bears,2012
Brian,Iwuh,ROLB,,65,Bears,2012
Albert,Young,HB,,65,Vikings,2012
Seth,Olsen,LG,,65,Vikings,2012
Fred,Evans,DT,,65,Vikings,2012
Brandon,Burton,CB,,65,Vikings,2012
Mike,McGlynn,C,,65,Eagles,2012
Daniel,Te'o-Nesheim,LE,,65,Eagles,2012
Brandon,Hughes,CB,,65,Eagles,2012
Mitch,Petrus,RG,,65,Giants,2012
Alex,Hall,RE,,65,Giants,2012
Gerris,Wilkinson,LOLB,,65,Giants,2012
Greg,Jones,MLB,,65,Giants,2012
Sam,Hurd,WR,,65,Cowboys,2012
Jason,Hatcher,LE,,65,Cowboys,2012
Roy,Helu,HB,,65,Redskins,2012
Keiland,Williams,HB,,65,Redskins,2012
Anthony,Bryant,DT,,65,Redskins,2012
Sean,Canfield,QB,,65,Saints,2012
Matt,Tennant,C,,65,Saints,2012
Mason,Foster,MLB,,65,Bucs,2012
Elbert,Mack,CB,,65,Bucs,2012
Chris,Morris,C,,65,Panthers,2012
Duke,Robinson,RG,,65,Panthers,2012
Lee,Ziemba,RT,,65,Panthers,2012
Sione,Fua,DT,,65,Panthers,2012
Austin,Pettis,WR,,65,Rams,2012
Derek,Schouman,TE,,65,Rams,2012
David,Carr,QB,,65,49ers,2012
Ray,Willis,LT,,65,Seahawks,2012
Ben,Claxton,C,,65,Cardinals,2012
Quan,Sturdivant,MLB,,65,Cardinals,2012
Michael,Adams,CB,,65,Cardinals,2012
Tony,Hills,LT,,64,Steelers,2012
Jason,Phillips,MLB,,64,Ravens,2012
Pat,Murray,LG,,64,Browns,2012
Ryan,Pontbriand,C,,64,Browns,2012
Titus,Adams,DT,,64,Browns,2012
Titus,Brown,ROLB,,64,Browns,2012
Jeromy,Miles,SS,,64,Bengals,2012
L.J.,Smith,TE,,64,Patriots,2012
Steve,Maneri,RT,,64,Patriots,2012
Bret,Lockett,FS,,64,Patriots,2012
Emanuel,Cook,FS,,64,Jets,2012
Patrick,Cobbs,HB,,64,Dolphins,2012
Brooks,Foster,WR,,64,Dolphins,2012
Chris,Baker,DT,,64,Dolphins,2012
John,Denney,LE,,64,Dolphins,2012
Nolan,Carroll,CB,,64,Dolphins,2012
Marcus,Easley,WR,,64,Bills,2012
Kraig,Urbik,RG,,64,Bills,2012
John,McCargo,LE,,64,Bills,2012
Jon,Corto,FS,,64,Bills,2012
Cassius,Vaughn,SS,,64,Colts,2012
Brett,Swenson,K,,64,Colts,2012
Stanford,Keglar,MLB,,64,Texans,2012
Mark,Anderson,ROLB,,64,Texans,2012
Rashad,Carmichael,CB,,64,Texans,2012
Brock,Bolen,FB,,64,Jags,2012
D'Anthony,Smith,DT,,64,Jags,2012
Austen,Lane,LE,,64,Jags,2012
Tyron,Brackenridge,FS,,64,Jags,2012
Pannel,Egboh,LE,,64,Titans,2012
Patrick,Bailey,LOLB,,64,Titans,2012
Curtis,Brinkley,HB,,64,Chargers,2012
Billy,Latsko,FB,,64,Chargers,2012
Darryl,Harris,RG,,64,Chiefs,2012
Wallace,Gilberry,RE,,64,Chiefs,2012
Justin,Houston,LOLB,,64,Chiefs,2012
Daniel,Loper,LT,,64,Raiders,2012
Roy,Schuening,RG,,64,Raiders,2012
Walter,McFadden,CB,,64,Raiders,2012
Spencer,Larsen,FB,,64,Broncos,2012
Matthew,Willis,WR,,64,Broncos,2012
Julius,Thomas,TE,,64,Broncos,2012
Eric,Olsen,LG,,64,Broncos,2012
Jeremy,Beal,RE,,64,Broncos,2012
Kyle,McCarthy,SS,,64,Broncos,2012
Alex,Green,HB,,64,Packers,2012
Brett,Swain,WR,,64,Packers,2012
C.J.,Wilson,LE,,64,Packers,2012
Todd,Collins,QB,,64,Bears,2012
Nathan,Enderle,QB,,64,Bears,2012
K.J.,Gerard,FS,,64,Bears,2012
Dylan,Gandy,C,,64,Lions,2012
Jon,Cooper,C,,64,Vikings,2012
Brandon,Fusco,C,,64,Vikings,2012
DeMarcus,Love,RT,,64,Vikings,2012
Riley,Cooper,WR,,64,Eagles,2012
Cornelius,Ingram,TE,,64,Eagles,2012
Dallas,Reynolds,LG,,64,Eagles,2012
Trevard,Lindley,CB,,64,Eagles,2012
Jerrel,Jernigan,WR,,64,Giants,2012
Derek,Hagan,WR,,64,Giants,2012
Phillip,Dillard,MLB,,64,Giants,2012
Adrian,Tracy,ROLB,,64,Giants,2012
Akwasi,Owusu-Ansah,FS,,64,Cowboys,2012
Josh,Thomas,CB,,64,Cowboys,2012
Evan,Royster,HB,,64,Redskins,2012
Roydell,Williams,WR,,64,Redskins,2012
Malcolm,Kelly,WR,,64,Redskins,2012
Clint,Oldenburg,RT,,64,Redskins,2012
Reggie,Jones,CB,,64,Redskins,2012
Mitch,King,DT,,64,Saints,2012
Marvin,Mitchell,MLB,,64,Saints,2012
Leigh,Torrence,CB,,64,Saints,2012
Derek,Hardman,RG,,64,Bucs,2012
Alex,Magee,LE,,64,Bucs,2012
Larry,Asante,SS,,64,Bucs,2012
D.J.,Johnson,CB,,64,Bucs,2012
Tony,Pike,QB,,64,Panthers,2012
David,Clowney,WR,,64,Panthers,2012
C.J.,Davis,RG,,64,Panthers,2012
Marty,Gilyard,WR,,64,Rams,2012
Darcy,Johnson,TE,,64,Rams,2012
Marquis,Johnson,CB,,64,Rams,2012
Demetric,Evans,RE,,64,49ers,2012
Thaddeus,Gibson,LOLB,,64,49ers,2012
Phillip,Adams,CB,,64,49ers,2012
Kris,Durham,WR,,64,Seahawks,2012
Craig,Terrill,DT,,64,Seahawks,2012
Nehemiah,Broughton,FB,,64,Cardinals,2012
Tom,Pestock,LG,,64,Cardinals,2012
Sam,Acho,ROLB,,64,Cardinals,2012
Limas,Sweed,WR,,63,Steelers,2012
Chris,Scott ,RG,,63,Steelers,2012
James,Hardy,WR,,63,Ravens,2012
Oniel,Cousins,LT,,63,Ravens,2012
Tony,Moll,RG,,63,Ravens,2012
Pernell,McPhee,LE,,63,Ravens,2012
Brendon,Ayanbadejo,ROLB,,63,Ravens,2012
Chykie,Brown,CB,,63,Ravens,2012
Greg,Estandia,TE,,63,Browns,2012
Jason,Pinkston,RG,,63,Browns,2012
Scott,Paxson,DT,,63,Browns,2012
Ray,Ventrone,FS,,63,Browns,2012
Dan,LeFevour,QB,,63,Bengals,2012
Fui,Vakapuna,FB,,63,Bengals,2012
Quan,Cosby,WR,,63,Bengals,2012
Robert,Sands,FS,,63,Bengals,2012
Rico,Murray,SS,,63,Bengals,2012
Jonathan,Crompton,QB,,63,Patriots,2012
Matthew,Slater,WR,,63,Patriots,2012
Matt,Katula,LG,,63,Patriots,2012
Josh,Barrett,SS,,63,Patriots,2012
Patrick,Turner,WR,,63,Jets,2012
Logan,Payne,WR,,63,Jets,2012
Dennis,Landolt,LG,,63,Jets,2012
Kenrick,Ellis,DT,,63,Jets,2012
Carlos,Brown,ROLB,,63,Jets,2012
Joey,Haynos,TE,,63,Dolphins,2012
Levi,Brown,QB,,63,Bills,2012
Scott,Chandler,TE,,63,Bills,2012
Javarris,James,HB,,63,Colts,2012
Jamie,Silva,FS,,63,Colts,2012
Chris,Rucker,CB,,63,Colts,2012
Rashad,Butler,LT,,63,Texans,2012
Kassim,Osgood,WR,,63,Jags,2012
Adam,Podlesh,P,,63,Jags,2012
Stafon,Johnson,HB,,63,Titans,2012
Kevin,Matthews,C,,63,Titans,2012
Hall,Davis,LE,,63,Titans,2012
Brett,Kern,P,,63,Titans,2012
Dante,Hughes,CB,,63,Chargers,2012
Ricky,Price,FS,,63,Chiefs,2012
Taiwan,Jones,HB,,63,Raiders,2012
Kyle,Eckel,FB,,63,Broncos,2012
Virgil,Green,TE,,63,Broncos,2012
Brandon,Underwood,CB,,63,Packers,2012
Kahlil,Bell,HB,,63,Bears,2012
Aaron,Brown,HB,,63,Lions,2012
Stefan,Logan,WR,,63,Lions,2012
Derrick,Williams,WR,,63,Lions,2012
Will,Heller,TE,,63,Lions,2012
Juaquin,Iglesias,WR,,63,Vikings,2012
Greg,Lewis,WR,,63,Vikings,2012
Hank,Baskett,WR,,63,Vikings,2012
Cullen,Loeffler,TE,,63,Vikings,2012
Ross,Homan,MLB,,63,Vikings,2012
Eric,Frampton,FS,,63,Vikings,2012
Eldra,Buckley,HB,,63,Eagles,2012
Omar,Gaither,MLB,,63,Eagles,2012
Jamar,Adams,FS,,63,Eagles,2012
D.J.,Ware,HB,,63,Giants,2012
Kevin,Ogletree,WR,,63,Cowboys,2012
Jesse,Holley,WR,,63,Cowboys,2012
Dwayne,Harris,WR,,63,Cowboys,2012
Sean,Lissemore,RE,,63,Cowboys,2012
Danny,McCray,FS,,63,Cowboys,2012
Bryan,McCann,CB,,63,Cowboys,2012
Selvish,Capers,LT,,63,Redskins,2012
Will,Montgomery,C,,63,Redskins,2012
Chris,Wilson,ROLB,,63,Redskins,2012
Marquez,Branson,TE,,63,Falcons,2012
Cliff,Matthews,RE,,63,Falcons,2012
Dominique,Franks,CB,,63,Falcons,2012
Lynell,Hamilton,HB,,63,Saints,2012
Roger,Allen III,LG,,63,Saints,2012
Brian,De La Puente,RG,,63,Saints,2012
Frank,Okam,DT,,63,Bucs,2012
Al,Woods,DT,,63,Bucs,2012
Tony,Fiammetta,FB,,63,Panthers,2012
Armanti,Edwards,WR,,63,Panthers,2012
Jason,Williams,LOLB,,63,Panthers,2012
Ryan,McKee,LT,,63,Rams,2012
Drew,Miller,C,,63,Rams,2012
Renardo,Foster,RT,,63,Rams,2012
Darell,Scott,DT,,63,Rams,2012
Will,Tukuafu,RE,,63,49ers,2012
Isaiah,Stanback,WR,,63,Seahawks,2012
Anthony,McCoy,TE,,63,Seahawks,2012
Joe,Pawelek,MLB,,63,Seahawks,2012
Byron,Maxwell,CB,,63,Seahawks,2012
Max,Komar,WR,,63,Cardinals,2012
Baron,Batch,HB,,62,Steelers,2012
Tyrod,Taylor,QB,,62,Ravens,2012
Ramon,Harewood,RT,,62,Ravens,2012
Branndon,Braxton,RT,,62,Browns,2012
Steve,Octavien,ROLB,,62,Browns,2012
Coye,Francies,CB,,62,Browns,2012
Reggie,Hodges,P,,62,Browns,2012
Jordan,Palmer,QB,,62,Bengals,2012
Cedric,Peerman,HB,,62,Bengals,2012
Ryan,Whalen,WR,,62,Bengals,2012
Taylor,Price,WR,,62,Patriots,2012
Joe,McKnight,HB,,62,Jets,2012
Marcus,Dixon,DT,,62,Jets,2012
Jarron,Gilbert,LE,,62,Jets,2012
Jamaal,Westerman,LOLB,,62,Jets,2012
Marquice,Cole,CB,,62,Jets,2012
Jeron,Mastrud,TE,,62,Dolphins,2012
A.J.,Edds,ROLB,,62,Dolphins,2012
Cordaro,Howard,LG,,62,Bills,2012
Kevin,Thomas,CB,,62,Colts,2012
Anthony,Hill,TE,,62,Texans,2012
Derek,Newton,LT,,62,Texans,2012
Sherrick,McManis,CB,,62,Texans,2012
Tiquan,Underwood,WR,,62,Jags,2012
Kevin,Haslam,LG,,62,Jags,2012
John,Estes,C,,62,Jags,2012
Terrence,Wheatley,CB,,62,Jags,2012
Jamie,Harper,HB,,62,Titans,2012
Jordan,Todman,HB,,62,Chargers,2012
Kory,Sperry,TE,,62,Chargers,2012
Dennis,Morris,TE,,62,Chargers,2012
Tyler,Palko,QB,,62,Chiefs,2012
Allen,Bailey,RE,,62,Chiefs,2012
Michael,Bennett,HB,,62,Raiders,2012
Dan,Gronkowski,TE,,62,Broncos,2012
Dimitri,Nance,HB,,62,Packers,2012
Evan,Dietrich-Smith,C,,62,Packers,2012
Jarius,Wynn,RE,,62,Packers,2012
D.J.,Smith,MLB,,62,Packers,2012
Herman,Johnson,LG,,62,Bears,2012
Levi,Horn,RT,,62,Bears,2012
Rod,Wilson,MLB,,62,Bears,2012
Ian,Johnson,HB,,62,Lions,2012
Willie,Young,RE,,62,Lions,2012
Randy,Phillips,FS,,62,Lions,2012
Erin,Henderson,LOLB,,62,Vikings,2012
Jeremy,Clark,DT,,62,Eagles,2012
Greg,Lloyd,MLB,,62,Eagles,2012
Ramses,Barden,WR,,62,Giants,2012
Brian,Jackson,FS,,62,Giants,2012
Matt,Dodge,P,,62,Giants,2012
Travis,Bright,C,,62,Cowboys,2012
Andre,Brown,HB,,62,Redskins,2012
Logan,Paulsen,TE,,62,Redskins,2012
Maurice,Hurt,LG,,62,Redskins,2012
Chris,Neild,DT,,62,Redskins,2012
H.B.,Blades,MLB,,62,Redskins,2012
John Parker,Wilson,QB,,62,Falcons,2012
Will,Svitek,LT,,62,Falcons,2012
Jed,Collins,FB,,62,Saints,2012
Courtney,Roby,WR,,62,Saints,2012
Kregg,Lumpkin,HB,,62,Bucs,2012
Dezmon,Briscoe,WR,,62,Bucs,2012
Tyrone,McKenzie,MLB,,62,Bucs,2012
Josh,Vaughan,HB,,62,Panthers,2012
Kenneth,Darby,HB,,62,Rams,2012
George,Selvie,LE,,62,Rams,2012
C.J.,Ah You,RE,,62,Rams,2012
Jonathan,Nelson,FS,,62,Rams,2012
Colin,Cloherty,TE,,62,49ers,2012
Chris,Maragos,SS,,62,49ers,2012
Paul,McQuistan,LT,,62,Seahawks,2012
Chris,White,C,,62,Seahawks,2012
K.J.,Wright,LOLB,,62,Seahawks,2012
Matt,McCoy,LOLB,,62,Seahawks,2012
Roy,Lewis,CB,,62,Seahawks,2012
Richard,Bartel,QB,,62,Cardinals,2012
Jim,Dray,TE,,62,Cardinals,2012
Chris,Carter,ROLB,,61,Steelers,2012
Da'Mon,Cromartie-Smith,FS,,61,Steelers,2012
Cortez,Allen,CB,,61,Steelers,2012
Marcus,Smith,WR,,61,Ravens,2012
Jarrett,Brown,QB,,61,Browns,2012
Carlton,Mitchell,WR,,61,Browns,2012
Jordan,Cameron,TE,,61,Browns,2012
Otis,Hudson,RG,,61,Bengals,2012
Reggie,Stephens,C,,61,Bengals,2012
Andrew,Gardner,LT,,61,Bengals,2012
Tom,Nelson,FS,,61,Bengals,2012
Landon,Cohen,RE,,61,Patriots,2012
Chris,Jennings,HB,,61,Jets,2012
Jeremy,Kerley,WR,,61,Jets,2012
Tom,Brandstater,QB,,61,Dolphins,2012
Roberto,Wallace,WR,,61,Dolphins,2012
Curtis,Painter,QB,,61,Colts,2012
Gijon,Robinson,FB,,61,Colts,2012
Brody,Eldridge,TE,,61,Colts,2012
Chris,Ogbonnaya,HB,,61,Texans,2012
James,Casey,FB,,61,Texans,2012
David,Anderson,WR,,61,Texans,2012
Dorin,Dickerson,WR,,61,Texans,2012
Antwaun,Molden,CB,,61,Texans,2012
John,Matthews,WR,,61,Jags,2012
Jarett,Dillard,WR,,61,Jags,2012
Zach,Clayton,DT,,61,Titans,2012
Pete,Ittersagen,CB,,61,Titans,2012
Ryan,Mouton,CB,,61,Titans,2012
Jonas,Mouton,LOLB,,61,Chargers,2012
Verran,Tucker,WR,,61,Chiefs,2012
Kevin,Brock,TE,,61,Raiders,2012
Bruce,Davis,LOLB,,61,Raiders,2012
Eron,Riley,WR,,61,Broncos,2012
Manny,Ramirez,LG,,61,Broncos,2012
Braxton,Kelley,ROLB,,61,Broncos,2012
Nick,McDonald,LG,,61,Packers,2012
Marshall,Newhouse,RG,,61,Packers,2012
Justin,Harrell,RE,,61,Packers,2012
Dan,Gerberry,C,,61,Lions,2012
Jordon,Dizon,MLB,,61,Lions,2012
Rhett,Bomar,QB,,61,Vikings,2012
Patrick,Brown,LT,,61,Vikings,2012
Simeon,Castille,CB,,61,Vikings,2012
Jeremy,Williams,WR,,61,Eagles,2012
Chad,Hall,WR,,61,Eagles,2012
Sinorice,Moss,WR,,61,Eagles,2012
Fenuki,Tupou,RT,,61,Eagles,2012
Charles,Scott,FB,,61,Giants,2012
Victor,Cruz,WR,,61,Giants,2012
Darius,Reynaud,WR,,61,Giants,2012
Chad,Jones,SS,,61,Giants,2012
Manuel,Johnson,WR,,61,Cowboys,2012
Andrew,Sendejo,SS,,61,Cowboys,2012
Brad,Banks,WR,,61,Redskins,2012
Byron,Westbrook,CB,,61,Redskins,2012
Jerious,Norwood,HB,,61,Falcons,2012
Rob,Bruggeman,C,,61,Falcons,2012
DeShawn,Wynn,HB,,61,Saints,2012
Adrian,Arrington,WR,,61,Saints,2012
Tory,Humphrey,TE,,61,Saints,2012
Mark,Parson,CB,,61,Saints,2012
Allen,Bradford,HB,,61,Bucs,2012
Andrew,Economos,C,,61,Bucs,2012
Demar,Dotson,RT,,61,Bucs,2012
Doug,Worthington,DT,,61,Bucs,2012
Dekoda,Watson,LOLB,,61,Bucs,2012
Wallace,Wright,WR,,61,Panthers,2012
Corvey,Irvin,DT,,61,Panthers,2012
C.J.,Wilson,CB,,61,Panthers,2012
David,Nixon,ROLB,,61,Rams,2012
Brian,Jennings,TE,,61,49ers,2012
Keaton,Kristick,MLB,,61,49ers,2012
Paul,Fanaika,LG,,61,Seahawks,2012
Charles,Ali,FB,,61,Cardinals,2012
Isaiah,Williams,WR,,61,Cardinals,2012
Stephen,Williams,WR,,61,Cardinals,2012
Will,Davis,LOLB,,61,Cardinals,2012
Marshay,Green,CB,,61,Cardinals,2012
Jonathan,Dwyer,HB,,60,Steelers,2012
Tuff,Harris,SS,,60,Steelers,2012
Anthony,Allen,HB,,60,Ravens,2012
Jalen,Parmele,HB,,60,Ravens,2012
Cary,Williams,CB,,60,Ravens,2012
Quinn,Porter,HB,,60,Browns,2012
Jordan,Norwood,WR,,60,Browns,2012
Blake,Costanzo,LOLB,,60,Browns,2012
Shay,Hodge,WR,,60,Bengals,2012
Jason,Shirley,LG,,60,Bengals,2012
Clinton,McDonald,DT,,60,Bengals,2012
Roddrick,Muckelroy,MLB,,60,Bengals,2012
Thomas,Clayton,HB,,60,Patriots,2012
Mark,LeVoir,LT,,60,Patriots,2012
Lance,Laury,MLB,,60,Jets,2012
Ellis,Lankster,CB,,60,Jets,2012
Lex,Hilliard,HB,,60,Dolphins,2012
Felton,Huggins,WR,,60,Bills,2012
Ed,Wang,LT,,60,Bills,2012
Kellen,Heard,DT,,60,Bills,2012
Taj,Smith,WR,,60,Colts,2012
Jaimie,Thomas,LG,,60,Colts,2012
Joe,Reitz,RT,,60,Colts,2012
Cecil,Shorts,WR,,60,Jags,2012
Leger,Douzable,DT,,60,Jags,2012
Larry,Hart,RE,,60,Jags,2012
Rusty,Smith,QB,,60,Titans,2012
Cam,Thomas,DT,,60,Chargers,2012
Jeremy,Leman,MLB,,60,Chargers,2012
Jerrell,Powe,DT,,60,Chiefs,2012
Denarius,Moore,WR,,60,Raiders,2012
Richard,Gordon,TE,,60,Raiders,2012
Tom,Crabtree,TE,,60,Packers,2012
Joshua,Moore,CB,,60,Bears,2012
Zac,Robinson,QB,,60,Lions,2012
Brian,Clark,WR,,60,Lions,2012
Barry,Turner,RE,,60,Lions,2012
Freddie,Brown,WR,,60,Vikings,2012
Jason,Pociask,TE,,60,Cowboys,2012
Jermey,Parnell,LT,,60,Cowboys,2012
Niles,Paul,WR,,60,Redskins,2012
Rob,Jackson,LE,,60,Redskins,2012
Edgar,Jones,LOLB,,60,Redskins,2012
Kerry,Meier,WR,,60,Falcons,2012
Joe,Zelenka,TE,,60,Falcons,2012
Rafael,Bush,FS,,60,Falcons,2012
Kareem,Huggins,HB,,60,Bucs,2012
Erik,Lorig,FB,,60,Bucs,2012
Tyrell,Sutton,HB,,60,Panthers,2012
Zach,Williams,C,,60,Panthers,2012
Fendi,Onobun,TE,,60,Rams,2012
Jermale,Hines,SS,,60,Rams,2012
Lance,Long,WR,,60,49ers,2012
Dominique,Zeigler,WR,,60,49ers,2012
Alex,Boone,RT,,60,49ers,2012
Dexter,Davis,LE,,60,Seahawks,2012
DeMarco,Sampson,WR,,60,Cardinals,2012
D'Anthony,Batiste,LT,,60,Cardinals,2012
Jeremy,Navarre,LE,,60,Cardinals,2012
Reggie,Walker,MLB,,60,Cardinals,2012
Eugene,Bright,TE,,59,Steelers,2012
Baraka,Atkins,ROLB,,59,Steelers,2012
Keenan,Lewis,CB,,59,Steelers,2012
Clark,Harris,TE,,59,Bengals,2012
Dontay,Moch,LOLB,,59,Bengals,2012
Thomas,Austin,LG,,59,Patriots,2012
Kory,Sheets,HB,,59,Dolphins,2012
Edmond,Gates,WR,,59,Dolphins,2012
Frank,Kearse,DT,,59,Dolphins,2012
Donald,Jones,WR,,59,Bills,2012
Nate,Triplett,LOLB,,59,Colts,2012
Brandon,King,CB,,59,Colts,2012
Nate,Hughes,WR,,59,Jags,2012
Alvin,Bowen,LOLB,,59,Jags,2012
Brett,Ratliff,QB,,59,Titans,2012
Riar,Geer,TE,,59,Titans,2012
Chris,Hawkins,CB,,59,Titans,2012
Frank,Summers,FB,,59,Chargers,2012
C.J.,Wallace,FS,,59,Chargers,2012
Jeremy,Horne,WR,,59,Chiefs,2012
Pierre,Walters,LOLB,,59,Chiefs,2012
Gabe,Miller,ROLB,,59,Chiefs,2012
Jackie,Bates,CB,,59,Chiefs,2012
David,Ausberry,WR,,59,Raiders,2012
Spencer,Havner,TE,,59,Packers,2012
Brett,Goode,C,,59,Packers,2012
Lawrence,Guy,LE,,59,Packers,2012
Edwin,Williams,LG,,59,Bears,2012
Doug,Hogue,LOLB,,59,Lions,2012
Jack,Williams,CB,,59,Lions,2012
Ricky,Sapp,RE,,59,Eagles,2012
Tyler,Sash,SS,,59,Giants,2012
Robert,Brewster,LT,,59,Cowboys,2012
Clifton,Geathers,DT,,59,Cowboys,2012
Terrence,Austin,WR,,59,Redskins,2012
Perry,Riley,MLB,,59,Redskins,2012
Robert,Henson,MLB,,59,Redskins,2012
Brandyn,Thompson,CB,,59,Redskins,2012
Lawrence,Sidbury,RE,,59,Falcons,2012
Jeff,Charleston,RE,,59,Saints,2012
Jonathan,Casillas,ROLB,,59,Saints,2012
Rudy,Carpenter,QB,,59,Bucs,2012
Ryan,Purvis,TE,,59,Bucs,2012
Daniel,Hardy,TE,,59,Bucs,2012
Brandon,Carter,LG,,59,Bucs,2012
George,Johnson,RE,,59,Bucs,2012
Kealoha,Pilares,WR,,59,Panthers,2012
Jacob,Bender,LT,,59,Panthers,2012
Keith,Toston,HB,,59,Rams,2012
Chauncey,Washington,HB,,59,Rams,2012
Jermelle,Cudjo,DT,,59,Rams,2012
Xavier,Omon,HB,,59,49ers,2012
Ronald,Johnson,WR,,59,49ers,2012
Nick,Howell,LT,,59,49ers,2012
Mark,LeGree,FS,,59,Seahawks,2012
Kennard,Cox,CB,,59,Seahawks,2012
Cyril,Obiozor,LOLB,,59,Cardinals,2012
James,Johnson,HB,,58,Steelers,2012
Crezdon,Butler,CB,,58,Steelers,2012
Matt,Lawrence,HB,,58,Ravens,2012
David,Reed,WR,,58,Ravens,2012
Prescott,Burgess,LOLB,,58,Ravens,2012
Buster,Skrine,CB,,58,Browns,2012
Robert,Turner,C,,58,Jets,2012
James,Ihedigbo,SS,,58,Jets,2012
Marlon,Moore,WR,,58,Dolphins,2012
Mickey,Shuler,TE,,58,Dolphins,2012
Robert,Rose,LE,,58,Dolphins,2012
Paul,Hubbard,WR,,58,Bills,2012
Garrison,Sanborn,C,,58,Bills,2012
Aaron,Maybin,ROLB,,58,Bills,2012
Justin,Rogers,CB,,58,Bills,2012
Devin,Moore,HB,,58,Colts,2012
Kole,Heckendorf,WR,,58,Colts,2012
Cornelius,Brown,CB,,58,Colts,2012
Paul,Williams,WR,,58,Texans,2012
Derrick,Harvey,LE,,58,Jags,2012
Scotty,McGee,CB,,58,Jags,2012
Brandon,Lang,LOLB,,58,Chargers,2012
Chandler,Williams,WR,,58,Chiefs,2012
Bobby,Greenwood,RE,,58,Chiefs,2012
Micah,Johnson,MLB,,58,Chiefs,2012
Manase,Tonga,FB,,58,Raiders,2012
Travis,Goethel,ROLB,,58,Raiders,2012
Cassius,Vaughn,CB,,58,Broncos,2012
Ricky,Elmore,ROLB,,58,Packers,2012
Harvey,Unga,FB,,58,Bears,2012
Andre,Fluellen,DT,,58,Lions,2012
Jaymar,Johnson,WR,,58,Vikings,2012
Cord,Parks,CB,,58,Vikings,2012
Austin,Howard,LT,,58,Eagles,2012
Jorrick,Calvin,CB,,58,Eagles,2012
Da'Rel,Scott,HB,,58,Giants,2012
Dwayne,Hendricks,DT,,58,Giants,2012
Kendall,Smith,MLB,,58,Cowboys,2012
Erik,Cook,C,,58,Redskins,2012
Bear,Woods,MLB,,58,Falcons,2012
Greg,Romeus,RE,,58,Saints,2012
Stanley,Arnoux,LOLB,,58,Saints,2012
Dominique,Harris,FS,,58,Bucs,2012
Robert,Malone,P,,58,Bucs,2012
Rashawn,Jackson,FB,,58,Panthers,2012
Jimmy,Saddler-McQueen,DT,,58,Rams,2012
Josh,Hull,MLB,,58,Rams,2012
Nate,Byham,TE,,58,49ers,2012
Curtis,Taylor,FS,,58,49ers,2012
Jameson,Konz,TE,,58,Seahawks,2012
Alfonso,Smith,HB,,58,Cardinals,2012
David,Carter,RE,,58,Cardinals,2012
Pago,Togafau,MLB,,58,Cardinals,2012
Curtis,Gatewood,ROLB,,58,Cardinals,2012
Ra'Shon,Harris,RE,,57,Steelers,2012
Mortty,Ivy,LOLB,,57,Steelers,2012
Stevenson,Sylvester,MLB,,57,Steelers,2012
DeAngelo,Smith,SS,,57,Browns,2012
Eric,Hagg,SS,,57,Browns,2012
Dan,Skuta,LOLB,,57,Bengals,2012
Ryan,Wendell,C,,57,Patriots,2012
Matthew,Mulligan,TE,,57,Jets,2012
Jeff,Cumberland,TE,,57,Jets,2012
Robby,Felix,C,,57,Jets,2012
Austin,Spitler,MLB,,57,Dolphins,2012
Jonathon,Amaya,SS,,57,Dolphins,2012
Antonio,Coleman,LOLB,,57,Bills,2012
Danny,Batten,LOLB,,57,Bills,2012
Jammie,Kirlew,MLB,,57,Bills,2012
Bradley,Vierling,C,,57,Jags,2012
Daniel,Baldridge,RT,,57,Jags,2012
Jacob,Cutrera,ROLB,,57,Jags,2012
Malcolm,Sheppard,DT,,57,Titans,2012
Quinten,Lawrence,WR,,57,Chiefs,2012
